Price,Open,High,Low,Close,Close,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
2014-08-01,28.927499771118164,29.171499252319336,28.514999389648438,28.609159469604492,28.68000030517578,44266000
2014-08-04,28.82550048828125,29.19099998474121,28.613000869750977,29.041589736938477,29.113500595092773,30388000
2014-08-05,28.9689998626709,29.010000228881836,28.515499114990234,28.586214065551758,28.656999588012695,32876000
2014-08-06,28.475000381469727,28.93199920654297,28.372499465942383,28.65355110168457,28.72450065612793,26456000
2014-08-07,28.802499771118164,28.91550064086914,28.471500396728516,28.519880294799805,28.590499877929688,23260000
2014-08-08,28.60099983215332,28.97800064086914,28.451000213623047,28.82562255859375,28.89699935913086,29866000
2014-08-11,28.950000762939453,28.984500885009766,28.764999389648438,28.791208267211914,28.862499237060547,24068000
2014-08-12,28.75,28.795000076293945,28.495500564575195,28.535343170166016,28.606000900268555,27890000
2014-08-13,28.822500228881836,29.306499481201172,28.760000228881836,29.155805587768555,29.22800064086914,37988000
2014-08-14,29.33449935913086,29.389999389648438,29.04599952697754,29.160293579101562,29.232500076293945,25458000
2014-08-15,29.375,29.473499298095703,29.038000106811523,29.11341094970703,29.18549919128418,34468000
2014-08-18,29.354999542236328,29.752500534057617,29.327499389648438,29.561800003051758,29.635000228881836,29320000
2014-08-19,29.779499053955078,29.890499114990234,29.722000122070312,29.781755447387695,29.855499267578125,20864000
2014-08-20,29.84749984741211,29.84950065612793,29.649999618530273,29.69696617126465,29.77050018310547,19346000
2014-08-21,29.7450008392334,29.762500762939453,29.55500030517578,29.547834396362305,29.621000289916992,22640000
2014-08-22,29.66349983215332,29.749500274658203,29.489999771118164,29.55381965637207,29.62700080871582,17544000
2014-08-25,29.738500595092773,29.77899932861328,29.46299934387207,29.455562591552734,29.528499603271484,25912000
2014-08-26,29.600000381469727,29.602500915527344,29.372499465942383,29.33336639404297,29.4060001373291,29434000
2014-08-27,29.390499114990234,29.4685001373291,29.045000076293945,29.0779972076416,29.149999618530273,27292000
2014-08-28,29.000999450683594,29.23550033569336,28.893999099731445,28.94432830810547,29.016000747680664,28116000
2014-08-29,29.11750030517578,29.145000457763672,28.91200065612793,29.046077728271484,29.118000030517578,24122000
2014-09-02,29.147499084472656,29.46500015258789,29.1200008392334,29.358802795410156,29.431499481201172,31660000
2014-09-03,29.58650016784668,29.72450065612793,29.325000762939453,29.4031925201416,29.47599983215332,31580000
2014-09-04,29.60650062561035,29.899999618530273,29.530000686645508,29.583744049072266,29.656999588012695,32616000
2014-09-05,29.756500244140625,29.924999237060547,29.677499771118164,29.81517219543457,29.888999938964844,35982000
2014-09-08,29.957000732421875,30.176000595092773,29.900999069213867,30.0071964263916,30.081499099731445,31984000
2014-09-09,30.013500213623047,30.030000686645508,29.52400016784668,29.525388717651367,29.598499298095703,31424000
2014-09-10,29.586999893188477,29.68600082397461,29.35700035095215,29.59771156311035,29.67099952697754,23202000
2014-09-11,29.5,29.59749984741211,29.302000045776367,29.48249626159668,29.555500030517578,30028000
2014-09-12,29.519500732421875,29.573999404907227,29.163999557495117,29.17276382446289,29.2450008392334,37030000
2014-09-15,29.11199951171875,29.195999145507812,28.850500106811523,29.010168075561523,29.082000732421875,30908000
2014-09-16,29.047500610351562,29.50749969482422,29.047500610351562,29.366283416748047,29.43899917602539,31592000
2014-09-17,29.475500106811523,29.803499221801758,29.356000900268555,29.59122657775879,29.664499282836914,34390000
2014-09-18,29.752500534057617,29.878000259399414,29.650999069213867,29.789735794067383,29.863500595092773,29890000
2014-09-19,29.97450065612793,30.270000457763672,29.88800048828125,30.195232391357422,30.270000457763672,83832000
2014-09-22,30.125,30.190000534057617,29.6560001373291,29.789735794067383,29.863500595092773,35644000
2014-09-23,29.75,29.832500457763672,29.511999130249023,29.48598861694336,29.55900001525879,28074000
2014-09-24,29.578500747680664,30.00550079345703,29.514999389648438,29.84709358215332,29.92099952697754,35160000
2014-09-25,29.84950065612793,29.903499603271484,29.23699951171875,29.19021987915039,29.262500762939453,33420000
2014-09-26,29.296499252319336,29.478500366210938,29.25,29.3223934173584,29.395000457763672,25782000
2014-09-29,29.09149932861328,29.465499877929688,29.078500747680664,29.317901611328125,29.390499114990234,22874000
2014-09-30,29.374500274658203,29.549999237060547,29.225000381469727,29.347829818725586,29.420499801635742,31430000
2014-10-01,29.34000015258789,29.43600082397461,28.900999069213867,28.909914016723633,28.98150062561035,28954000
2014-10-02,28.899999618530273,29.16200065612793,28.702499389648438,28.972261428833008,29.04400062561035,30726000
2014-10-03,29.204999923706055,29.414499282836914,29.174999237060547,29.240097045898438,29.3125,24290000
2014-10-06,29.497499465942383,29.6200008392334,29.270000457763672,29.31640625,29.388999938964844,25722000
2014-10-07,29.2450008392334,29.292499542236328,28.704999923706055,28.634096145629883,28.704999923706055,30914000
2014-10-08,28.739500045776367,29.234500885009766,28.381999969482422,29.11490821838379,29.187000274658203,44158000
2014-10-09,29.08049964904785,29.12649917602539,28.451499938964844,28.470003128051758,28.54050064086914,48234000
2014-10-10,28.37350082397461,28.761499404907227,27.750499725341797,27.690933227539062,27.75950050354004,59574000
2014-10-13,27.756500244140625,28.04400062561035,27.221500396728516,27.17022132873535,27.237499237060547,55116000
2014-10-14,27.506999969482422,27.931499481201172,27.225000381469727,27.366735458374023,27.434499740600586,52198000
2014-10-15,27.104000091552734,27.195999145507812,26.42099952697754,26.96971893310547,27.036500930786133,76720000
2014-10-16,26.350000381469727,27.04949951171875,26.247499465942383,26.77968978881836,26.84600067138672,76100000
2014-10-17,27.022499084472656,27.172500610351562,25.920499801635742,26.083911895751953,26.148500442504883,119930000
2014-10-20,26.022499084472656,26.658000946044922,25.957000732421875,26.55324935913086,26.618999481201172,54964000
2014-10-21,26.863500595092773,26.938499450683594,26.510000228881836,26.835052490234375,26.901500701904297,49190000
2014-10-22,27.052499771118164,27.538000106811523,27.011499404907227,27.067476272583008,27.13450050354004,59474000
2014-10-23,27.413999557495117,27.8700008392334,27.274999618530273,27.614124298095703,27.6825008392334,43026000
2014-10-24,27.749000549316406,27.75,27.257999420166016,27.37721061706543,27.44499969482422,43508000
2014-10-27,27.38800048828125,27.700000762939453,27.360000610351562,27.426088333129883,27.493999481201172,31934000
2014-10-28,27.585500717163086,27.959999084472656,27.521499633789062,27.87796974182129,27.94700050354004,34774000
2014-10-29,28.042499542236328,28.24850082397461,27.798999786376953,27.853530883789062,27.922500610351562,41066000
2014-10-30,27.912500381469727,28.125,27.60650062561035,27.944305419921875,28.013500213623047,32250000
2014-10-31,28.415000915527344,28.436500549316406,28.24049949645996,28.323366165161133,28.39349937438965,46810000
2014-11-03,28.17650032043457,28.357500076293945,28.081499099731445,28.118873596191406,28.188499450683594,30834000
2014-11-04,28.058000564575195,28.239500045776367,27.915000915527344,28.139820098876953,28.20949935913086,27726000
2014-11-05,28.339500427246094,28.344999313354492,27.707500457763672,27.728839874267578,27.797500610351562,32906000
2014-11-06,27.774999618530273,27.84000015258789,27.52899932861328,27.51636505126953,27.58449935913086,33014000
2014-11-07,27.780000686645508,27.780000686645508,27.467500686645508,27.52284812927246,27.590999603271484,31782000
2014-11-10,27.6200008392334,28.0314998626709,27.58099937438965,27.842557907104492,27.911500930786133,26090000
2014-11-11,27.926000595092773,28.125,27.812000274658203,27.995180130004883,28.06450080871582,21966000
2014-11-12,28.0575008392334,28.0625,27.774999618530273,27.843555450439453,27.912500381469727,21882000
2014-11-13,28.04050064086914,28.041000366210938,27.704500198364258,27.753278732299805,27.82200050354004,30220000
2014-11-14,27.899999618530273,27.899999618530273,27.625499725341797,27.690933227539062,27.75950050354004,28502000
2014-11-17,27.75950050354004,27.75950050354004,27.222000122070312,27.264490127563477,27.332000732421875,33612000
2014-11-18,27.396499633789062,27.63949966430664,27.190000534057617,27.158252716064453,27.225500106811523,36440000
2014-11-19,27.237499237060547,27.410999298095703,26.95949935913086,27.292421340942383,27.360000610351562,30346000
2014-11-20,27.10449981689453,27.268999099731445,27.075000762939453,27.1208438873291,27.187999725341797,35016000
2014-11-21,27.552000045776367,27.552000045776367,27.25,27.227081298828125,27.29450035095215,50120000
2014-11-24,27.328500747680664,27.559499740600586,27.207500457763672,27.306385040283203,27.374000549316406,33076000
2014-11-25,27.36050033569336,27.625,27.345500946044922,27.39366912841797,27.46150016784668,38072000
2014-11-26,27.46150016784668,27.493999481201172,27.261499404907227,27.3188533782959,27.386499404907227,29604000
2014-11-28,27.350000381469727,27.479999542236328,27.224000930786133,27.386186599731445,27.45400047302246,24202000
2014-12-01,27.254499435424805,27.43950080871582,26.930999755859375,26.91585350036621,26.982500076293945,39888000
2014-12-02,26.97249984741211,27.092500686645508,26.732999801635742,26.86298370361328,26.929500579833984,41480000
2014-12-03,26.875,27.070499420166016,26.760499954223633,26.782182693481445,26.848499298095703,32476000
2014-12-04,26.881999969482422,27.13450050354004,26.74449920654297,27.06199073791504,27.128999710083008,32598000
2014-12-05,26.834999084472656,26.90999984741211,26.363000869750977,26.33877944946289,26.40399932861328,61402000
2014-12-08,26.461000442504883,26.69099998474121,26.350000381469727,26.47095489501953,26.536500930786133,64566000
2014-12-09,26.29400062561035,26.832500457763672,26.170499801635742,26.739288330078125,26.805500030517578,43322000
2014-12-10,26.795000076293945,26.968000411987305,26.374500274658203,26.3367862701416,26.402000427246094,46222000
2014-12-11,26.500499725341797,26.851999282836914,26.45800018310547,26.53978157043457,26.605499267578125,41426000
