Date,adj close_ibm,close_ibm,high_ibm,low_ibm,open_ibm,volume_ibm,log_close_ibm
2014-08-01,115.99974060058594,,183.07839965820312,180.5544891357422,182.12237548828125,5419431,
2014-08-04,116.30023956298828,0.46844482421875,181.5965576171875,180.3059234619141,181.02294921875,2223691,0.0025871515320634586
2014-08-05,114.74253845214844,-2.4282989501953125,180.87954711914065,178.2409210205078,180.44932556152344,3460063,-0.013484308883310092
2014-08-06,114.72400665283205,-1.0803070068359375,178.6615753173828,176.32887268066406,177.2084197998047,4023962,-0.006057869164039609
2014-08-07,113.69379425048828,-1.5965576171875,178.47036743164062,175.50669860839844,178.43212890625,2833196,-0.009020502078546322
2014-08-08,115.13117980957033,2.2275390625,178.46080017089844,175.50669860839844,176.29063415527344,2909449,0.01256321434699803
2014-08-11,115.64935302734376,0.8030548095703125,180.07647705078125,178.08795166015625,179.55067443847656,2643451,0.004490760520188708
2014-08-12,115.56919860839844,-0.1242828369140625,180.3919677734375,178.5946502685547,179.2064971923828,1944096,-0.000693684032821551
2014-08-13,115.94542694091795,0.5831756591796875,180.1912078857422,179.13002014160156,179.73231506347656,1877570,0.003250831571568469
2014-08-14,115.90226745605467,-0.066925048828125,179.89483642578125,178.70936584472656,179.32122802734375,2018257,-0.0003725280248110252
2014-08-15,115.59386444091795,-0.4780120849609375,180.5736083984375,178.57553100585938,179.5889129638672,2944281,-0.002664824153864487
2014-08-18,116.81526947021484,1.8929290771484375,181.46270751953125,179.50286865234375,179.82791137695312,2531634,0.01051134524852948
2014-08-19,117.25328826904295,0.6787872314453125,181.88336181640625,181.03250122070312,181.6826019287109,2133945,0.0037425204403422896
2014-08-20,117.27175903320312,0.0286712646484375,182.0172119140625,180.9273376464844,181.5105133056641,2277770,0.0001577722726349151
2014-08-21,117.96894073486328,1.0803070068359375,183.62332153320312,182.12237548828125,182.50477600097656,2611339,0.005926648551574765
2014-08-22,117.46307373046876,-0.783935546875,183.44168090820312,181.92160034179688,182.3804931640625,2029554,-0.004297232160499931
2014-08-25,117.9256820678711,0.717010498046875,183.374755859375,182.32313537597656,182.9732360839844,1802886,0.003931094955634151
2014-08-26,119.0546417236328,1.7495269775390057,185.0191192626953,182.6195068359375,182.6195068359375,3321468,0.009527627649937642
2014-08-27,118.59812927246094,-0.7074584960936932,185.5927276611328,183.13575744628903,184.5411071777344,2290949,-0.0038417739475216095
2014-08-28,118.4438934326172,-0.23899841308590908,183.8432159423828,182.2753295898437,183.0497131347656,1572766,-0.0013011964692104527
