Date,adj close_aapl,close_aapl,high_aapl,low_aapl,open_aapl,volume_aapl
2014-08-01,21.209680557250977,24.03249931335449,24.155000686645508,23.70249938964844,23.725000381469727,194044000
2014-08-04,21.09053421020508,23.897499084472656,24.145000457763672,23.792499542236328,24.092500686645508,159832000
2014-08-05,20.98684501647949,23.780000686645508,23.920000076293945,23.59000015258789,23.84000015258789,223732000
2014-08-06,20.95154190063477,23.739999771118164,23.8700008392334,23.677499771118164,23.6875,154232000
2014-08-07,20.949317932128903,23.6200008392334,23.987499237060547,23.524999618530277,23.732500076293945,186844000
2014-08-08,21.00697326660156,23.684999465942383,23.70499992370605,23.31999969482422,23.565000534057617,167460000
2014-08-11,21.28413963317871,23.997499465942383,24.020000457763672,23.709999084472656,23.8174991607666,146340000
2014-08-12,21.279699325561523,23.99250030517578,24.21999931335449,23.90250015258789,24.01000022888184,135180000
2014-08-13,21.561298370361328,24.309999465942383,24.309999465942383,24.01000022888184,24.037500381469727,127664000
2014-08-14,21.618955612182617,24.375,24.39249992370605,24.200000762939453,24.332500457763672,112464000
2014-08-15,21.72538375854492,24.4950008392334,24.54750061035156,24.21500015258789,24.475000381469727,195804000
2014-08-18,21.987030029296875,24.790000915527344,24.842500686645508,24.4950008392334,24.622499465942383,190288000
2014-08-19,22.290807723999023,25.13249969482422,25.170000076293945,24.82999992370605,24.852500915527344,277596000
2014-08-20,22.299671173095703,25.14249992370605,25.272499084472656,24.987499237060547,25.11000061035156,210796000
2014-08-21,22.301889419555664,25.145000457763672,25.23500061035156,25.02750015258789,25.14249992370605,133912000
2014-08-22,22.46596908569336,25.32999992370605,25.36750030517578,25.04750061035156,25.07250022888184,176736000
2014-08-25,22.51475524902344,25.38500022888184,25.542499542236328,25.31999969482422,25.44750022888184,161080000
2014-08-26,22.37062263488769,25.22249984741211,25.375,25.21500015258789,25.354999542236328,132608000
2014-08-27,22.64557838439941,25.53249931335449,25.64249992370605,25.174999237060547,25.2549991607666,209476000
2014-08-28,22.67218017578125,25.5625,25.69499969482422,25.38999938964844,25.397499084472656,273840000
2014-08-29,22.727617263793945,25.625,25.725000381469727,25.549999237060547,25.71500015258789,178380000
2014-09-02,22.905000686645508,25.825000762939453,25.934999465942383,25.68000030517578,25.76499938964844,214256000
2014-09-03,21.938251495361328,24.73500061035156,25.799999237060547,24.645000457763672,25.774999618530277,501684000
