Date,adj close_aapl,close_aapl,high_aapl,low_aapl,open_aapl,volume_aapl,log_close_aapl
2014-08-01,21.209680557250977,,24.155000686645508,23.70249938964844,23.725000381469727,194044000,
2014-08-04,21.09053421020508,-0.13500022888183238,24.145000457763672,23.792499542236328,24.092500686645508,159832000,-0.005633239741105633
2014-08-05,20.98684501647949,-0.11749839782714844,23.920000076293945,23.59000015258789,23.84000015258789,223732000,-0.004928892507637617
2014-08-06,20.95154190063477,-0.04000091552734375,23.8700008392334,23.677499771118164,23.6875,154232000,-0.0016835405972188688
2014-08-07,20.949317932128903,-0.11999893188476562,23.987499237060547,23.52499961853028,23.732500076293945,186844000,-0.005067533240490363
2014-08-08,21.00697326660156,0.06499862670898438,23.70499992370605,23.31999969482422,23.565000534057617,167460000,0.002748067527524878
2014-08-11,21.28413963317871,0.3125,24.020000457763672,23.709999084472656,23.8174991607666,146340000,0.013107722173468783
2014-08-12,21.279699325561523,-0.0049991607666015625,24.21999931335449,23.90250015258789,24.01000022888184,135180000,-0.00020834177155792943
2014-08-13,21.561298370361328,0.31749916076660156,24.309999465942383,24.01000022888184,24.037500381469727,127664000,0.01314647213011444
2014-08-14,21.618955612182617,0.06500053405761719,24.39249992370605,24.200000762939453,24.332500457763672,112464000,0.002670250524518636
2014-08-15,21.72538375854492,0.12000083923339844,24.54750061035156,24.21500015258789,24.475000381469727,195804000,0.004911032468043253
2014-08-18,21.987030029296875,0.2950000762939453,24.842500686645508,24.4950008392334,24.622499465942383,190288000,0.011971333626461078
2014-08-19,22.290807723999023,0.342498779296875,25.170000076293945,24.82999992370605,24.852500915527344,277596000,0.013721434176347636
2014-08-20,22.299671173095703,0.010000228881832385,25.272499084472656,24.987499237060547,25.11000061035156,210796000,0.00039782114727371365
2014-08-21,22.301889419555664,0.00250053405762074,25.23500061035156,25.02750015258789,25.14249992370605,133912000,9.94495268491491e-05
2014-08-22,22.46596908569336,0.18499946594237926,25.36750030517578,25.04750061035156,25.07250022888184,176736000,0.007330373172698579
2014-08-25,22.51475524902344,0.055000305175788355,25.542499542236328,25.31999969482422,25.44750022888184,161080000,0.002168996414193991
2014-08-26,22.37062263488769,-0.16250038146973012,25.375,25.21500015258789,25.354999542236328,132608000,-0.006422010165054282
2014-08-27,22.64557838439941,0.30999946594237926,25.64249992370605,25.174999237060547,25.2549991607666,209476000,0.012215676326392977
2014-08-28,22.67218017578125,0.030000686645511365,25.69499969482422,25.38999938964844,25.397499084472656,273840000,0.001174310225903863
2014-08-29,22.727617263793945,0.0625,25.725000381469727,25.549999237060547,25.71500015258789,178380000,0.0024420036555512503
2014-09-02,22.905000686645508,0.20000076293945312,25.934999465942383,25.68000030517578,25.76499938964844,214256000,0.007774607089799712
2014-09-03,21.938251495361328,-1.0900001525878942,25.799999237060547,24.645000457763672,25.77499961853028,501684000,-0.043123775193075975
2014-09-04,21.756431579589844,-0.20499992370605113,25.022499084472656,24.44750022888184,24.71249961853028,342872000,-0.008322383092827401
2014-09-05,21.944902420043945,0.21249961853027344,24.84749984741211,24.57749938964844,24.700000762939453,233828000,0.008625538860312698
2014-09-08,21.809646606445312,-0.15250015258789062,24.82749938964844,24.512500762939453,24.825000762939453,185426800,-0.0061825626893972085
2014-09-09,21.72760391235352,-0.09250068664550781,25.770000457763672,24.03499984741211,24.770000457763672,759385200,-0.003768812706042457
2014-09-10,22.39502143859864,0.7525005340576172,25.27750015258789,24.440000534057617,24.502500534057617,403478400,0.030255105994027254
2014-09-11,22.49036407470703,0.10750007629394531,25.36000061035156,24.905000686645508,25.102500915527344,249412400,0.004248391555377928
2014-09-12,22.54136657714844,0.05750083923339844,25.54750061035156,25.270000457763672,25.302499771118164,250504400,0.002265039645228395
2014-09-15,22.534711837768555,-0.007501602172855115,25.762500762939453,25.36000061035156,25.70249938964844,245266000,-0.00029520791749915176
2014-09-16,22.363975524902344,-0.192499160766598,25.315000534057617,24.72249984741211,24.950000762939453,267632400,-0.007605317424314695
2014-09-17,22.52362060546875,0.18000030517578125,25.450000762939453,25.147499084472656,25.3174991607666,243706000,0.007113260698786927
2014-09-18,22.570188522338867,0.052499771118167615,25.58749961853028,25.38999938964844,25.482500076293945,149197600,0.002065193059685555
2014-09-19,22.386150360107425,-0.20750045776367543,25.58749961853028,25.125,25.57250022888184,283609600,-0.008187486733839844
2014-09-22,22.40831756591797,0.02499961853027699,25.53499984741211,25.145000457763672,25.450000762939453,211153600,0.0009899859810897915
2014-09-23,22.758655548095703,0.3950004577636683,25.73500061035156,25.13500022888184,25.14999961853028,253608800,0.015513338655079423
2014-09-24,22.561317443847656,-0.22249984741210938,25.71249961853028,25.299999237060547,25.540000915527344,240687200,-0.008708890038149342
2014-09-25,21.70099639892578,-0.9699993133544922,25.177499771118164,24.43000030517578,25.127500534057617,400368000,-0.038878728821401864
2014-09-26,22.33958625793457,0.7199993133544922,25.1875,24.600000381469727,24.63249969482422,249482000,0.029002105325489858
2014-09-29,22.19767951965332,-0.15999984741210938,25.11000061035156,24.65749931335449,24.662500381469727,199065200,-0.006372613298590846
2014-09-30,22.33958625793457,0.15999984741210938,25.38500022888184,25.13249969482422,25.20249938964844,221056400,0.006372613298590846
2014-10-01,21.991464614868164,-0.3924999237060547,25.17250061035156,24.674999237060547,25.147499084472656,205965200,-0.015705816688815766
2014-10-02,22.15111351013184,0.18000030517578125,25.05500030517578,24.51000022888184,24.8174991607666,191031200,0.007233316790594024
2014-10-03,22.089031219482425,-0.06999969482421875,25.052499771118164,24.76000022888184,24.86000061035156,173878400,-0.0028067257128454592
