Date,adj close_ibm,close_ibm,high_ibm,low_ibm,open_ibm,volume_ibm,log_close_ibm
2014-08-01,115.99974060058594,180.8317413330078,183.07839965820312,180.5544891357422,182.12237548828125,5419431,5.197566993019316
2014-08-04,116.30023956298828,181.30018615722656,181.5965576171875,180.3059234619141,181.02294921875,2223691,5.200154144551379
2014-08-05,114.74253845214844,178.87188720703125,180.87954711914065,178.2409210205078,180.44932556152344,3460063,5.186669835668069
2014-08-06,114.72400665283205,177.7915802001953,178.6615753173828,176.32887268066406,177.2084197998047,4023962,5.1806119665040296
2014-08-07,113.69379425048828,176.1950225830078,178.47036743164062,175.50669860839844,178.43212890625,2833196,5.171591464425483
2014-08-08,115.13117980957033,178.4225616455078,178.46080017089844,175.50669860839844,176.29063415527344,2909449,5.184154678772481
2014-08-11,115.64935302734376,179.22561645507812,180.07647705078125,178.08795166015625,179.55067443847656,2643451,5.18864543929267
2014-08-12,115.56919860839844,179.10133361816406,180.3919677734375,178.5946502685547,179.2064971923828,1944096,5.187951755259848
2014-08-13,115.94542694091795,179.68450927734375,180.1912078857422,179.13002014160156,179.73231506347656,1877570,5.191202586831417
2014-08-14,115.90226745605467,179.61758422851562,179.89483642578125,178.70936584472656,179.32122802734375,2018257,5.190830058806606
2014-08-15,115.59386444091795,179.1395721435547,180.5736083984375,178.57553100585938,179.5889129638672,2944281,5.188165234652741
2014-08-18,116.81526947021484,181.03250122070312,181.46270751953125,179.50286865234375,179.82791137695312,2531634,5.198676579901271
2014-08-19,117.25328826904295,181.71128845214844,181.88336181640625,181.03250122070312,181.6826019287109,2133945,5.202419100341613
2014-08-20,117.27175903320312,181.73995971679688,182.0172119140625,180.9273376464844,181.5105133056641,2277770,5.202576872614248
2014-08-21,117.96894073486328,182.8202667236328,183.62332153320312,182.12237548828125,182.50477600097656,2611339,5.208503521165823
2014-08-22,117.46307373046876,182.0363311767578,183.44168090820312,181.92160034179688,182.3804931640625,2029554,5.204206289005323
2014-08-25,117.9256820678711,182.7533416748047,183.374755859375,182.32313537597656,182.9732360839844,1802886,5.208137383960957
2014-08-26,119.0546417236328,184.5028686523437,185.0191192626953,182.6195068359375,182.6195068359375,3321468,5.217665011610895
2014-08-27,118.59812927246094,183.79541015625,185.5927276611328,183.13575744628903,184.5411071777344,2290949,5.213823237663373
2014-08-28,118.4438934326172,183.5564117431641,183.8432159423828,182.2753295898437,183.0497131347656,1572766,5.212522041194163
2014-08-29,118.62899780273438,183.8432159423828,184.2734222412109,182.73422241210932,183.8240966796875,3043232,5.214083307106617
2014-09-02,118.17250061035156,183.13575744628903,184.48374938964844,182.5334625244141,184.2064971923828,2802966,5.2102277217799875
2014-09-03,118.41309356689452,183.50860595703125,184.46463012695312,183.4225616455078,183.92926025390625,1906649,5.212261565343303
2014-09-04,117.62960815429688,182.29444885253903,184.216064453125,181.70172119140625,183.26004028320312,2996790,5.205623230604087
2014-09-05,117.95040130615234,182.7915802001953,183.31739807128903,181.7304077148437,182.1510467529297,2364169,5.208346597785261
2014-09-08,117.29644775390624,181.7781982421875,182.7915802001953,181.1759033203125,182.3613739013672,2640313,5.202787252892066
2014-09-09,117.20393371582033,181.63479614257807,182.3518218994141,181.4340362548828,181.9694061279297,2514166,5.201998056527224
2014-09-10,118.16014099121094,183.1166381835937,183.69981384277344,181.73995971679688,181.7590789794922,2891144,5.210123316932725
2014-09-11,118.27114868164062,183.2887115478516,184.30210876464844,181.7590789794922,182.67686462402344,2404231,5.211062568376701
2014-09-12,117.9997329711914,182.8680725097656,183.1739959716797,182.18930053710932,183.0497131347656,3034446,5.208764977609883
2014-09-15,118.3267059326172,183.374755859375,184.0248565673828,182.1988525390625,183.0019073486328,2569394,5.211531905088708
2014-09-16,119.0361557006836,184.47418212890625,185.057357788086,182.4282989501953,182.83938598632807,2679329,5.217509519428199
2014-09-17,118.9374542236328,184.3212280273437,185.1242828369141,183.8432159423828,184.7227478027344,3358497,5.21668003996007
2014-09-18,119.5235366821289,185.2294464111328,185.5927276611328,184.2351837158203,184.3116607666016,3099612,5.221595307473538
2014-09-19,119.6776885986328,185.46844482421875,186.42446899414065,184.694076538086,185.98471069335932,9259192,5.222884758813033
2014-09-22,119.1286392211914,184.6175842285156,185.602294921875,184.15870666503903,185.2007598876953,3470628,5.218286573374648
2014-09-23,118.2094955444336,183.193115234375,184.579345703125,183.09751892089844,184.2734222412109,3453683,5.210540870935472
2014-09-24,118.63512420654295,183.852767944336,183.9866180419922,181.52963256835932,182.6003875732422,3224400,5.214135263083152
2014-09-25,116.5993881225586,180.6978912353516,184.034423828125,180.6596527099609,183.6042022705078,4342364,5.19682652755417
2014-09-26,117.24714660644533,181.70172119140625,181.95985412597656,180.31549072265625,180.6214141845703,2608619,5.202366448067256
2014-09-29,116.988037109375,181.30018615722656,181.6061248779297,179.84703063964844,180.21987915039065,2443770,5.200154144551379
2014-09-30,117.1052474975586,181.4818420410156,182.4569854736328,180.8317413330078,181.30018615722656,3067500,5.201155604849032
2014-10-01,115.46429443359376,178.93881225585938,182.0267639160156,178.57553100585938,181.55831909179688,3894467,5.187043916430378
2014-10-02,115.30390167236328,178.69024658203125,179.52198791503906,178.04971313476562,179.4072723388672,2388123,5.18565384083271
2014-10-03,116.38967895507812,180.3728485107422,181.0420684814453,179.31166076660156,179.8374786376953,3212789,5.195026089154524
2014-10-06,116.61790466308594,180.72657775878903,182.49522399902344,180.4110870361328,181.34799194335932,2196077,5.196985269011701
2014-10-07,114.56362915039062,177.5430145263672,179.84703063964844,177.3804931640625,179.51242065429688,3128900,5.179212914916815
2014-10-08,116.81526947021484,181.03250122070312,181.261947631836,177.44741821289062,177.7915802001953,3122101,5.198676579901271
2014-10-09,115.00163269042967,178.2218017578125,181.16635131835932,177.90631103515625,180.8030548095703,2746168,5.183028851873188
2014-10-10,114.6993637084961,177.7533416748047,179.48374938964844,176.95985412597656,177.68641662597656,5324349,5.180396868364889
2014-10-13,113.21265411376952,175.44932556152344,178.44168090820312,175.35372924804688,177.33270263671875,3762148,5.167350257972383
2014-10-14,113.38534545898438,175.71701049804688,177.55258178710938,175.51625061035156,176.7590789794922,4105236,5.168874806090373
