Date,adj close_meta,close_meta,high_meta,low_meta,open_meta,volume_meta
2014-08-01,72.14279174804688,72.36000061035156,73.22000122070312,71.55000305175781,72.22000122070312,43535000
2014-08-04,73.28933715820312,73.51000213623047,73.87999725341797,72.36000061035156,72.36000061035156,30777000
2014-08-05,72.47179412841797,72.69000244140625,73.58999633789062,72.18000030517578,73.19999694824219,34986000
2014-08-06,72.25245666503906,72.47000122070312,73.72000122070312,71.79000091552734,72.0199966430664,30986000
2014-08-07,72.95034790039062,73.16999816894531,74.0,72.69999694824219,73.0,38141000
2014-08-08,72.84068298339844,73.05999755859375,73.43000030517578,72.55999755859375,73.4000015258789,27202000
2014-08-11,73.21954345703125,73.44000244140625,73.91000366210938,73.05999755859375,73.45999908447266,24591000
2014-08-12,72.61138153076172,72.83000183105469,73.33000183105469,72.22000122070312,73.08999633789062,27419000
2014-08-13,73.54855346679688,73.7699966430664,74.25,73.05000305175781,73.12000274658203,29266000
2014-08-14,74.07696533203125,74.30000305175781,74.37999725341797,73.69000244140625,73.97000122070312,22207000
2014-08-15,73.40897369384766,73.62999725341797,74.6500015258789,73.0,74.31999969482422,38846600
2014-08-18,74.3660888671875,74.58999633789062,74.72000122070312,73.95999908447266,74.0,23974000
2014-08-19,75.06399536132812,75.29000091552734,75.58000183105469,74.51000213623047,74.80999755859375,26679000
2014-08-20,74.5854263305664,74.80999755859375,75.18000030517578,74.62000274658203,74.97000122070312,22917000
2014-08-21,74.34616088867188,74.56999969482422,75.19000244140625,74.41000366210938,74.91999816894531,20102000
2014-08-22,74.34616088867188,74.56999969482422,74.7300033569336,73.56999969482422,74.33999633789062,20897000
2014-08-25,74.79479217529297,75.0199966430664,75.27999877929688,74.79000091552734,74.94000244140625,19734000
2014-08-26,75.73197937011719,75.95999908447266,75.98999786376953,74.7300033569336,75.0,23993000
2014-08-27,74.40596771240234,74.62999725341797,75.48999786376953,74.45999908447266,75.2699966430664,36323000
2014-08-28,73.6382827758789,73.86000061035156,74.43000030517578,73.7300033569336,74.0,21947000
2014-08-29,74.59539794921875,74.81999969482422,74.81999969482422,74.01000213623047,74.30000305175781,26241000
2014-09-02,76.44982147216797,76.68000030517578,76.69999694824219,74.81999969482422,75.01000213623047,34979000
2014-09-03,75.60237121582031,75.83000183105469,77.4800033569336,75.5999984741211,77.13999938964844,32389000
2014-09-04,75.72200012207031,75.94999694824219,76.93000030517578,75.52999877929688,75.88999938964844,26676000
2014-09-05,77.02808380126953,77.26000213623047,77.37999725341797,75.5999984741211,76.0999984741211,29476000
2014-09-08,77.65618133544922,77.88999938964844,78.16999816894531,77.01000213623047,77.26000213623047,28183000
2014-09-09,76.43984985351562,76.66999816894531,78.16999816894531,76.19999694824219,77.58999633789062,28882000
2014-09-10,77.19756317138672,77.43000030517578,77.94999694824219,76.51000213623047,76.5199966430664,29909000
2014-09-11,77.68608856201172,77.91999816894531,78.36000061035156,77.05000305175781,77.12999725341797,32219000
2014-09-12,77.24742126464844,77.4800033569336,78.30000305175781,77.0999984741211,78.0199966430664,26676800
2014-09-15,74.35611724853516,74.58000183105469,77.25,73.43000030517578,77.1500015258789,49679000
2014-09-16,75.85161590576172,76.08000183105469,76.2300033569336,73.06999969482422,73.5199966430664,37742000
2014-09-17,76.20056915283203,76.43000030517578,77.25,75.56999969482422,75.95999908447266,28693000
2014-09-18,76.76885986328125,77.0,77.33000183105469,76.5199966430664,76.7699966430664,23031000
2014-09-19,77.67613220214844,77.91000366210938,78.30000305175781,76.44000244140625,77.4000015258789,76671000
2014-09-22,76.56946563720703,76.80000305175781,77.52999877929688,75.94999694824219,77.0,31961000
2014-09-23,78.05498504638672,78.29000091552734,78.62999725341797,76.04000091552734,76.33000183105469,36814000
2014-09-24,78.30423736572266,78.54000091552734,78.62000274658203,77.51000213623047,78.0999984741211,30680000
2014-09-25,76.98819732666016,77.22000122070312,78.94000244140625,77.12999725341797,78.5999984741211,37533000
2014-09-26,78.55348205566406,78.79000091552734,78.83999633789062,77.33000183105469,77.58999633789062,28872000
2014-09-29,78.76285552978516,79.0,79.19999694824219,77.91000366210938,78.12000274658203,34031000
2014-09-30,78.802734375,79.04000091552734,79.70999908447266,78.5999984741211,79.3499984741211,35899000
2014-10-01,76.32020568847656,76.55000305175781,78.81999969482422,75.9000015258789,78.77999877929688,55090000
2014-10-02,76.84862518310547,77.08000183105469,77.4800033569336,75.63999938964844,76.56999969482422,36488000
2014-10-03,77.2075424194336,77.44000244140625,78.05999755859375,77.26000213623047,77.76000213623047,23340000
2014-10-06,77.3271713256836,77.55999755859375,77.88999938964844,76.8499984741211,77.19000244140625,25729000
2014-10-07,76.06098937988281,76.29000091552734,77.94999694824219,76.23999786376953,77.05000305175781,25317000
2014-10-08,77.28729248046875,77.5199966430664,77.70999908447266,75.0999984741211,76.18000030517578,32976000
2014-10-09,75.68213653564453,75.91000366210938,77.76000213623047,75.8499984741211,77.27999877929688,32487000
2014-10-10,72.6911392211914,72.91000366210938,76.5,72.76000213623047,75.58999633789062,52146000
2014-10-13,72.7708969116211,72.98999786376953,74.77999877929688,72.5199966430664,73.2300033569336,43938000
2014-10-14,73.36909484863281,73.58999633789062,74.18000030517578,72.05000305175781,74.0,50299000
2014-10-15,72.99022674560547,73.20999908447266,73.80000305175781,70.31999969482422,71.69000244140625,61528000
2014-10-16,72.41197967529297,72.62999725341797,73.3499984741211,70.58000183105469,70.79000091552734,53529000
2014-10-17,75.72200012207031,75.94999694824219,76.0,73.75,74.2300033569336,76342000
2014-10-20,76.71900177001953,76.94999694824219,77.08999633789062,75.37999725341797,75.5999984741211,34701000
2014-10-21,78.45378112792969,78.69000244140625,78.73999786376953,77.1500015258789,77.55999755859375,32252000
2014-10-22,78.13475036621094,78.37000274658203,79.8499984741211,78.01000213623047,78.81999969482422,41862000
2014-10-23,79.79972839355469,80.04000091552734,80.62999725341797,79.01000213623047,79.37999725341797,35056000
2014-10-24,80.42784118652344,80.66999816894531,80.81999969482422,79.31999969482422,80.19999694824219,32248000
2014-10-27,80.03900909423828,80.27999877929688,80.80000305175781,79.76000213623047,80.73999786376953,30169000
2014-10-28,80.52753448486328,80.7699966430664,81.16000366210938,79.56999969482422,80.18000030517578,74212000
2014-10-29,75.63227844238281,75.86000061035156,76.87999725341797,74.77999877929688,75.44999694824219,106120000
2014-10-30,73.88753509521484,74.11000061035156,75.3499984741211,72.9000015258789,75.05000305175781,83270000
2014-10-31,74.764892578125,74.98999786376953,75.69999694824219,74.44999694824219,74.93000030517578,44544000
2014-11-03,73.65821838378906,73.87999725341797,75.5199966430664,73.69999694824219,75.47000122070312,40727000
2014-11-04,75.53258514404297,75.76000213623047,75.7699966430664,73.6500015258789,74.2300033569336,39326000
2014-11-05,74.60537719726562,74.83000183105469,76.80000305175781,74.41999816894531,76.51000213623047,35913000
2014-11-06,75.0340805053711,75.26000213623047,75.5999984741211,74.30999755859375,74.88999938964844,21383000
2014-11-07,75.37306213378906,75.5999984741211,75.86000061035156,75.0199966430664,75.38999938964844,20774000
2014-11-10,74.77486419677734,75.0,75.4800033569336,74.61000061035156,75.36000061035156,21575100
2014-11-11,74.38603210449219,74.61000061035156,74.9800033569336,74.02999877929688,74.94999694824219,18715700
2014-11-12,74.4957046508789,74.72000122070312,75.13999938964844,73.54000091552734,74.27999877929688,26536600
2014-11-13,74.02711486816406,74.25,75.23999786376953,73.63999938964844,74.73999786376953,26448500
2014-11-14,74.65522003173828,74.87999725341797,74.93000030517578,74.04000091552734,74.2699966430664,19476900
2014-11-17,74.01713562011719,74.23999786376953,75.66000366210938,73.87999725341797,74.87999725341797,28701200
2014-11-18,74.11683654785156,74.33999633789062,74.80000305175781,73.9000015258789,74.44999694824219,20690500
2014-11-19,73.10987854003906,73.33000183105469,74.54000091552734,73.11000061035156,74.01000213623047,25441200
2014-11-20,73.37906646728516,73.5999984741211,73.98999786376953,72.51000213623047,72.80000305175781,19154900
2014-11-21,73.52861022949219,73.75,74.5,73.5,74.5,23060400
2014-11-24,73.78783416748047,74.01000213623047,74.3499984741211,73.3499984741211,73.54000091552734,22103800
2014-11-25,75.40296936035156,75.62999725341797,75.73999786376953,74.12999725341797,74.20999908447266,32250200
2014-11-26,77.38700103759766,77.62000274658203,77.77999877929688,75.51000213623047,75.52999877929688,32695300
2014-11-28,77.46675872802734,77.69999694824219,78.2699966430664,77.2300033569336,77.66999816894531,15992000
2014-12-01,74.87455749511719,75.0999984741211,77.30999755859375,74.80000305175781,77.26000213623047,31789900
2014-12-02,75.23347473144531,75.45999908447266,75.91000366210938,75.04000091552734,75.33000183105469,16773900
2014-12-03,74.65522003173828,74.87999725341797,75.7300033569336,74.4000015258789,75.37999725341797,16689900
