Date,adj close_ibm,close_ibm,high_ibm,low_ibm,open_ibm,volume_ibm
2014-08-01,,180.8317413330078,183.07839965820312,180.5544891357422,182.12237548828125,5419431
2014-08-04,0.30045318603517046,181.30018615722656,181.5965576171875,180.3059234619141,181.02294921875,2223691
2014-08-05,-1.5576782226562642,178.87188720703125,180.87954711914065,178.2409210205078,180.44932556152344,3460063
2014-08-06,-0.01856231689454546,177.7915802001953,178.6615753173828,176.32887268066406,177.2084197998047,4023962
2014-08-07,-1.0301895141601562,176.1950225830078,178.47036743164062,175.50669860839844,178.43212890625,2833196
2014-08-08,1.437370300292983,178.4225616455078,178.46080017089844,175.50669860839844,176.29063415527344,2909449
2014-08-11,0.5182037353515625,179.22561645507812,180.07647705078125,178.08795166015625,179.55067443847656,2643451
2014-08-12,-0.08019256591796875,179.10133361816406,180.3919677734375,178.5946502685547,179.2064971923828,1944096
2014-08-13,0.37628173828125,179.68450927734375,180.1912078857422,179.13002014160156,179.73231506347656,1877570
2014-08-14,-0.04316711425782671,179.61758422851562,179.89483642578125,178.70936584472656,179.32122802734375,2018257
2014-08-15,-0.3084716796874716,179.1395721435547,180.5736083984375,178.57553100585938,179.5889129638672,2944281
2014-08-18,1.2214813232421733,181.03250122070312,181.46270751953125,179.50286865234375,179.82791137695312,2531634
2014-08-19,0.43798065185545454,181.71128845214844,181.88336181640625,181.03250122070312,181.6826019287109,2133945
2014-08-20,0.01856994628909092,181.73995971679688,182.0172119140625,180.9273376464844,181.5105133056641,2277770
2014-08-21,0.6970520019531108,182.8202667236328,183.62332153320312,182.12237548828125,182.50477600097656,2611339
2014-08-22,-0.5058746337890625,182.0363311767578,183.44168090820312,181.92160034179688,182.3804931640625,2029554
2014-08-25,0.46265411376953125,182.7533416748047,183.374755859375,182.32313537597656,182.9732360839844,1802886
2014-08-26,1.1289367675781392,184.5028686523437,185.0191192626953,182.6195068359375,182.6195068359375,3321468
2014-08-27,-0.4564666748047017,183.79541015625,185.5927276611328,183.13575744628903,184.5411071777344,2290949
2014-08-28,-0.15422821044921875,183.5564117431641,183.8432159423828,182.2753295898437,183.0497131347656,1572766
2014-08-29,0.18505096435548296,183.8432159423828,184.2734222412109,182.73422241210932,183.8240966796875,3043232
2014-09-02,-0.45647430419923296,183.13575744628903,184.48374938964844,182.5334625244141,184.2064971923828,2802966
2014-09-03,0.24053955078125,183.50860595703125,184.46463012695312,183.4225616455078,183.92926025390625,1906649
2014-09-04,-0.7834625244140625,182.29444885253903,184.216064453125,181.70172119140625,183.26004028320312,2996790
2014-09-05,0.320831298828125,182.7915802001953,183.31739807128903,181.7304077148437,182.1510467529297,2364169
2014-09-08,-0.6539306640625,181.7781982421875,182.7915802001953,181.1759033203125,182.3613739013672,2640313
2014-09-09,-0.09256744384767046,181.63479614257807,182.3518218994141,181.4340362548828,181.9694061279297,2514166
2014-09-10,0.9562301635742472,183.1166381835937,183.69981384277344,181.73995971679688,181.7590789794922,2891144
2014-09-11,0.11104583740231533,183.2887115478516,184.30210876464844,181.7590789794922,182.67686462402344,2404231
2014-09-12,-0.2714691162109233,182.8680725097656,183.1739959716797,182.18930053710932,183.0497131347656,3034446
2014-09-15,0.32696533203125,183.374755859375,184.0248565673828,182.1988525390625,183.0019073486328,2569394
2014-09-16,0.7094573974609375,184.47418212890625,185.057357788086,182.4282989501953,182.83938598632807,2679329
2014-09-17,-0.0987396240234375,184.3212280273437,185.1242828369141,183.8432159423828,184.7227478027344,3358497
2014-09-18,0.5860519409179688,185.2294464111328,185.5927276611328,184.2351837158203,184.3116607666016,3099612
2014-09-19,0.15423583984375,185.46844482421875,186.42446899414065,184.694076538086,185.98471069335932,9259192
2014-09-22,-0.5490493774414062,184.6175842285156,185.602294921875,184.15870666503903,185.2007598876953,3470628
2014-09-23,-0.9191055297851562,183.193115234375,184.579345703125,183.09751892089844,184.2734222412109,3453683
2014-09-24,0.42565155029298296,183.852767944336,183.9866180419922,181.52963256835932,182.6003875732422,3224400
2014-09-25,-2.035820007324247,180.6978912353516,184.034423828125,180.6596527099609,183.6042022705078,4342364
2014-09-26,0.6477813720703267,181.70172119140625,181.95985412597656,180.31549072265625,180.6214141845703,2608619
2014-09-29,-0.25913238525390625,181.30018615722656,181.6061248779297,179.84703063964844,180.21987915039065,2443770
2014-09-30,0.11721038818357954,181.4818420410156,182.4569854736328,180.8317413330078,181.30018615722656,3067500
2014-10-01,-1.6409301757812358,178.93881225585938,182.0267639160156,178.57553100585938,181.55831909179688,3894467
2014-10-02,-0.160369873046875,178.69024658203125,179.52198791503906,178.04971313476562,179.4072723388672,2388123
2014-10-03,1.0856857299804688,180.3728485107422,181.0420684814453,179.31166076660156,179.8374786376953,3212789
2014-10-06,0.228271484375,180.72657775878903,182.49522399902344,180.4110870361328,181.34799194335932,2196077
2014-10-07,-2.054229736328111,177.5430145263672,179.84703063964844,177.3804931640625,179.51242065429688,3128900
2014-10-08,2.251647949218736,181.03250122070312,181.261947631836,177.44741821289062,177.7915802001953,3122101
2014-10-09,-1.8136520385742188,178.2218017578125,181.16635131835932,177.90631103515625,180.8030548095703,2746168
2014-10-10,-0.3022918701171875,177.7533416748047,179.48374938964844,176.95985412597656,177.68641662597656,5324349
2014-10-13,-1.4867095947265767,175.44932556152344,178.44168090820312,175.35372924804688,177.33270263671875,3762148
2014-10-14,0.1727142333984375,175.71701049804688,177.55258178710938,175.51625061035156,176.7590789794922,4105236
2014-10-15,-1.2646179199218608,173.75717163085938,175.70745849609375,170.88909912109375,174.43594360351562,7213007
2014-10-16,-1.178314208984375,171.93116760253906,173.49903869628906,170.8317413330078,171.89292907714844,5835216
2014-10-17,1.3633651733398438,174.04397583007812,174.7992401123047,172.29444885253906,173.26959228515625,4550309
2014-10-20,-7.98876953125,161.66348266601562,162.83938598632812,159.35946655273438,159.51242065429688,24493659
2014-10-21,-3.6212081909179688,156.05162048339844,159.3498992919922,154.56979370117188,159.08221435546875,21913491
2014-10-22,-0.8883514404296875,154.67495727539062,158.13575744628906,154.01528930664062,155.26768493652344,11594701
2014-10-23,0.24060821533203125,155.0478057861328,155.66921997070312,154.43594360351562,154.9904327392578,7948972
2014-10-24,-0.06168365478515625,154.9521942138672,155.29637145996094,154.3498992919922,154.9521942138672,6958097
2014-10-27,-0.1295623779296875,154.75143432617188,155.74569702148438,154.69407653808594,154.87571716308594,5218599
2014-10-28,1.0672531127929688,156.4053497314453,156.4053497314453,154.68450927734375,154.87571716308594,8258484
2014-10-29,-0.08639526367186079,156.27151489257812,157.3804931640625,155.602294921875,157.10325622558594,4957308
2014-10-30,0.549049377441392,157.12237548828125,157.3804931640625,155.85086059570312,156.30975341796875,4075216
2014-10-31,0.03086090087890625,157.170166015625,158.30784606933594,156.42446899414062,158.2026824951172,6085628
2014-11-03,-0.024658203125,157.13192749023438,157.30401611328125,156.1950225830078,157.02676391601562,4903857
