Date,adj close_googl,close_googl,high_googl,low_googl,open_googl,volume_googl
2014-08-01,28.609159469604492,28.68000030517578,29.171499252319336,28.514999389648438,28.927499771118164,44266000
2014-08-04,29.041587829589844,29.113500595092773,29.19099998474121,28.613000869750977,28.82550048828125,30388000
2014-08-05,28.58621597290039,28.656999588012695,29.010000228881836,28.515499114990234,28.9689998626709,32876000
2014-08-06,28.65355110168457,28.72450065612793,28.93199920654297,28.372499465942383,28.475000381469727,26456000
2014-08-07,28.519880294799805,28.590499877929688,28.91550064086914,28.471500396728516,28.802499771118164,23260000
2014-08-08,28.82562255859375,28.89699935913086,28.97800064086914,28.451000213623047,28.60099983215332,29866000
2014-08-11,28.791208267211914,28.862499237060547,28.984500885009766,28.764999389648438,28.950000762939453,24068000
2014-08-12,28.535343170166016,28.606000900268555,28.795000076293945,28.495500564575195,28.75,27890000
2014-08-13,29.155805587768555,29.22800064086914,29.306499481201172,28.760000228881836,28.822500228881836,37988000
2014-08-14,29.160295486450195,29.232500076293945,29.389999389648438,29.04599952697754,29.33449935913086,25458000
2014-08-15,29.1134090423584,29.18549919128418,29.473499298095703,29.038000106811523,29.375,34468000
2014-08-18,29.561800003051758,29.635000228881836,29.752500534057617,29.327499389648438,29.354999542236328,29320000
2014-08-19,29.781755447387695,29.855499267578125,29.890499114990234,29.722000122070312,29.779499053955078,20864000
2014-08-20,29.69696617126465,29.77050018310547,29.84950065612793,29.649999618530273,29.84749984741211,19346000
2014-08-21,29.547834396362305,29.621000289916992,29.762500762939453,29.55500030517578,29.7450008392334,22640000
2014-08-22,29.553821563720703,29.62700080871582,29.749500274658203,29.489999771118164,29.66349983215332,17544000
2014-08-25,29.455562591552734,29.528499603271484,29.77899932861328,29.46299934387207,29.738500595092773,25912000
2014-08-26,29.333364486694336,29.4060001373291,29.602500915527344,29.372499465942383,29.600000381469727,29434000
2014-08-27,29.0779972076416,29.149999618530273,29.4685001373291,29.045000076293945,29.390499114990234,27292000
2014-08-28,28.9443302154541,29.016000747680664,29.23550033569336,28.893999099731445,29.000999450683594,28116000
2014-08-29,29.04607582092285,29.118000030517578,29.145000457763672,28.91200065612793,29.11750030517578,24122000
2014-09-02,29.358802795410156,29.431499481201172,29.46500015258789,29.1200008392334,29.147499084472656,31660000
2014-09-03,29.4031925201416,29.47599983215332,29.72450065612793,29.325000762939453,29.58650016784668,31580000
2014-09-04,29.5837459564209,29.656999588012695,29.899999618530273,29.530000686645508,29.60650062561035,32616000
2014-09-05,29.815174102783203,29.888999938964844,29.924999237060547,29.677499771118164,29.756500244140625,35982000
2014-09-08,30.0071964263916,30.081499099731445,30.176000595092773,29.900999069213867,29.957000732421875,31984000
2014-09-09,29.525390625,29.598499298095703,30.030000686645508,29.52400016784668,30.013500213623047,31424000
2014-09-10,29.59770965576172,29.67099952697754,29.68600082397461,29.35700035095215,29.586999893188477,23202000
2014-09-11,29.48249626159668,29.555500030517578,29.59749984741211,29.302000045776367,29.5,30028000
2014-09-12,29.17276382446289,29.2450008392334,29.573999404907227,29.163999557495117,29.519500732421875,37030000
2014-09-15,29.01016616821289,29.082000732421875,29.195999145507812,28.850500106811523,29.11199951171875,30908000
2014-09-16,29.366283416748047,29.43899917602539,29.50749969482422,29.047500610351562,29.047500610351562,31592000
2014-09-17,29.59122657775879,29.664499282836914,29.803499221801758,29.356000900268555,29.475500106811523,34390000
2014-09-18,29.789735794067383,29.863500595092773,29.878000259399414,29.650999069213867,29.752500534057617,29890000
2014-09-19,30.195232391357422,30.270000457763672,30.270000457763672,29.88800048828125,29.97450065612793,83832000
2014-09-22,29.789735794067383,29.863500595092773,30.190000534057617,29.6560001373291,30.125,35644000
2014-09-23,29.48598861694336,29.55900001525879,29.832500457763672,29.511999130249023,29.75,28074000
2014-09-24,29.847091674804688,29.92099952697754,30.00550079345703,29.514999389648438,29.578500747680664,35160000
2014-09-25,29.190221786499023,29.262500762939453,29.903499603271484,29.23699951171875,29.84950065612793,33420000
2014-09-26,29.3223934173584,29.395000457763672,29.478500366210938,29.25,29.296499252319336,25782000
2014-09-29,29.317903518676758,29.390499114990234,29.465499877929688,29.078500747680664,29.09149932861328,22874000
2014-09-30,29.347829818725586,29.420499801635742,29.549999237060547,29.225000381469727,29.374500274658203,31430000
2014-10-01,28.909914016723633,28.98150062561035,29.43600082397461,28.900999069213867,29.34000015258789,28954000
2014-10-02,28.972261428833008,29.04400062561035,29.16200065612793,28.702499389648438,28.899999618530273,30726000
2014-10-03,29.240097045898438,29.3125,29.414499282836914,29.174999237060547,29.204999923706055,24290000
2014-10-06,29.316408157348633,29.388999938964844,29.6200008392334,29.270000457763672,29.497499465942383,25722000
2014-10-07,28.634096145629883,28.704999923706055,29.292499542236328,28.704999923706055,29.2450008392334,30914000
2014-10-08,29.114906311035156,29.187000274658203,29.234500885009766,28.381999969482422,28.739500045776367,44158000
2014-10-09,28.47000503540039,28.54050064086914,29.12649917602539,28.451499938964844,29.08049964904785,48234000
2014-10-10,27.690933227539062,27.75950050354004,28.761499404907227,27.750499725341797,28.37350082397461,59574000
2014-10-13,27.17022132873535,27.237499237060547,28.04400062561035,27.221500396728516,27.756500244140625,55116000
2014-10-14,27.366735458374023,27.434499740600586,27.931499481201172,27.225000381469727,27.506999969482422,52198000
2014-10-15,26.9697208404541,27.036500930786133,27.195999145507812,26.42099952697754,27.104000091552734,76720000
2014-10-16,26.77968978881836,26.84600067138672,27.04949951171875,26.247499465942383,26.350000381469727,76100000
2014-10-17,26.083913803100586,26.148500442504883,27.172500610351562,25.920499801635742,27.022499084472656,119930000
2014-10-20,26.55324935913086,26.618999481201172,26.658000946044922,25.957000732421875,26.022499084472656,54964000
2014-10-21,26.835052490234375,26.901500701904297,26.938499450683594,26.510000228881836,26.863500595092773,49190000
2014-10-22,27.067476272583008,27.13450050354004,27.538000106811523,27.011499404907227,27.052499771118164,59474000
2014-10-23,27.614124298095703,27.6825008392334,27.8700008392334,27.274999618530273,27.413999557495117,43026000
2014-10-24,27.37721061706543,27.44499969482422,27.75,27.257999420166016,27.749000549316406,43508000
2014-10-27,27.426088333129883,27.493999481201172,27.700000762939453,27.360000610351562,27.38800048828125,31934000
2014-10-28,27.87796974182129,27.94700050354004,27.959999084472656,27.521499633789062,27.585500717163086,34774000
2014-10-29,27.853530883789062,27.922500610351562,28.24850082397461,27.798999786376953,28.042499542236328,41066000
2014-10-30,27.944305419921875,28.013500213623047,28.125,27.60650062561035,27.912500381469727,32250000
2014-10-31,28.323366165161133,28.39349937438965,28.436500549316406,28.24049949645996,28.415000915527344,46810000
2014-11-03,28.118871688842773,28.188499450683594,28.357500076293945,28.081499099731445,28.17650032043457,30834000
2014-11-04,28.139822006225586,28.20949935913086,28.239500045776367,27.915000915527344,28.058000564575195,27726000
2014-11-05,27.728839874267578,27.797500610351562,28.344999313354492,27.707500457763672,28.339500427246094,32906000
2014-11-06,27.51636505126953,27.58449935913086,27.84000015258789,27.52899932861328,27.774999618530273,33014000
2014-11-07,27.52284812927246,27.590999603271484,27.780000686645508,27.467500686645508,27.780000686645508,31782000
2014-11-10,27.842559814453125,27.911500930786133,28.0314998626709,27.58099937438965,27.6200008392334,26090000
2014-11-11,27.995180130004883,28.06450080871582,28.125,27.812000274658203,27.926000595092773,21966000
2014-11-12,27.843555450439453,27.912500381469727,28.0625,27.774999618530273,28.0575008392334,21882000
2014-11-13,27.753278732299805,27.82200050354004,28.041000366210938,27.704500198364258,28.04050064086914,30220000
2014-11-14,27.690933227539062,27.75950050354004,27.899999618530273,27.625499725341797,27.899999618530273,28502000
2014-11-17,27.264488220214844,27.332000732421875,27.75950050354004,27.222000122070312,27.75950050354004,33612000
2014-11-18,27.15825080871582,27.225500106811523,27.63949966430664,27.190000534057617,27.396499633789062,36440000
2014-11-19,27.292421340942383,27.360000610351562,27.410999298095703,26.95949935913086,27.237499237060547,30346000
