Date,adj close_ibm,close_ibm,high_ibm,low_ibm,open_ibm,volume_ibm
2014-08-01,115.99974060058594,180.8317413330078,183.07839965820312,180.5544891357422,182.12237548828125,5419431
2014-08-04,116.30023956298828,181.30018615722656,181.5965576171875,180.30592346191406,181.02294921875,2223691
2014-08-05,114.74253845214844,178.87188720703125,180.87954711914062,178.2409210205078,180.44932556152344,3460063
2014-08-06,114.72400665283203,177.7915802001953,178.6615753173828,176.32887268066406,177.2084197998047,4023962
2014-08-07,113.69379425048828,176.1950225830078,178.47036743164062,175.50669860839844,178.43212890625,2833196
2014-08-08,115.13117980957031,178.4225616455078,178.46080017089844,175.50669860839844,176.29063415527344,2909449
2014-08-11,115.64935302734375,179.22561645507812,180.07647705078125,178.08795166015625,179.55067443847656,2643451
2014-08-12,115.56919860839844,179.10133361816406,180.3919677734375,178.5946502685547,179.2064971923828,1944096
2014-08-13,115.94542694091797,179.68450927734375,180.1912078857422,179.13002014160156,179.73231506347656,1877570
2014-08-14,115.90226745605469,179.61758422851562,179.89483642578125,178.70936584472656,179.32122802734375,2018257
2014-08-15,115.59386444091797,179.1395721435547,180.5736083984375,178.57553100585938,179.5889129638672,2944281
2014-08-18,116.81526947021484,181.03250122070312,181.46270751953125,179.50286865234375,179.82791137695312,2531634
2014-08-19,117.25328826904297,181.71128845214844,181.88336181640625,181.03250122070312,181.68260192871094,2133945
2014-08-20,117.27175903320312,181.73995971679688,182.0172119140625,180.92733764648438,181.51051330566406,2277770
2014-08-21,117.96894073486328,182.8202667236328,183.62332153320312,182.12237548828125,182.50477600097656,2611339
2014-08-22,117.46307373046875,182.0363311767578,183.44168090820312,181.92160034179688,182.3804931640625,2029554
2014-08-25,117.9256820678711,182.7533416748047,183.374755859375,182.32313537597656,182.97323608398438,1802886
2014-08-26,119.05464172363281,184.50286865234375,185.0191192626953,182.6195068359375,182.6195068359375,3321468
2014-08-27,118.59812927246094,183.79541015625,185.5927276611328,183.13575744628906,184.54110717773438,2290949
2014-08-28,118.44389343261719,183.55641174316406,183.8432159423828,182.27532958984375,183.04971313476562,1572766
2014-08-29,118.62899780273438,183.8432159423828,184.27342224121094,182.73422241210938,183.8240966796875,3043232
2014-09-02,118.17250061035156,183.13575744628906,184.48374938964844,182.53346252441406,184.2064971923828,2802966
2014-09-03,118.41309356689453,183.50860595703125,184.46463012695312,183.4225616455078,183.92926025390625,1906649
