Date,adj close_googl,close_googl,high_googl,low_googl,open_googl,volume_googl
2014-08-01,,28.68000030517578,29.171499252319336,28.51499938964844,28.927499771118164,44266000
2014-08-04,0.4324283599853551,29.113500595092773,29.19099998474121,28.613000869750977,28.82550048828125,30388000
2014-08-05,-0.4553718566894531,28.65699958801269,29.01000022888184,28.515499114990234,28.9689998626709,32876000
2014-08-06,0.06733512878417969,28.72450065612793,28.93199920654297,28.372499465942383,28.475000381469727,26456000
2014-08-07,-0.13367080688476562,28.590499877929688,28.91550064086914,28.47150039672852,28.802499771118164,23260000
2014-08-08,0.3057422637939453,28.89699935913086,28.97800064086914,28.451000213623047,28.60099983215332,29866000
2014-08-11,-0.03441429138182883,28.862499237060547,28.98450088500977,28.76499938964844,28.950000762939453,24068000
2014-08-12,-0.25586509704590554,28.606000900268555,28.795000076293945,28.495500564575195,28.75,27890000
2014-08-13,0.6204624176025391,29.22800064086914,29.30649948120117,28.76000022888184,28.82250022888184,37988000
2014-08-14,0.004489898681640625,29.232500076293945,29.38999938964844,29.04599952697754,29.33449935913086,25458000
2014-08-15,-0.046886444091796875,29.18549919128418,29.473499298095703,29.038000106811523,29.375,34468000
2014-08-18,0.4483909606933629,29.63500022888184,29.752500534057617,29.32749938964844,29.354999542236328,29320000
2014-08-19,0.2199554443359304,29.855499267578125,29.890499114990234,29.722000122070312,29.77949905395508,20864000
2014-08-20,-0.08478927612304332,29.77050018310547,29.84950065612793,29.64999961853028,29.84749984741211,19346000
2014-08-21,-0.14913177490234375,29.621000289916992,29.762500762939453,29.55500030517578,29.7450008392334,22640000
2014-08-22,0.0059871673583984375,29.62700080871582,29.749500274658203,29.489999771118164,29.66349983215332,17544000
2014-08-25,-0.0982589721679723,29.528499603271484,29.77899932861328,29.46299934387207,29.738500595092773,25912000
2014-08-26,-0.12219810485839488,29.4060001373291,29.602500915527344,29.372499465942383,29.600000381469727,29434000
2014-08-27,-0.2553672790527344,29.14999961853028,29.4685001373291,29.045000076293945,29.390499114990234,27292000
2014-08-28,-0.1336669921875,29.016000747680664,29.23550033569336,28.893999099731445,29.0009994506836,28116000
2014-08-29,0.10174560546875,29.11800003051757,29.145000457763672,28.91200065612793,29.11750030517578,24122000
2014-09-02,0.31272697448730824,29.43149948120117,29.46500015258789,29.1200008392334,29.147499084472656,31660000
2014-09-03,0.04438972473144176,29.47599983215332,29.72450065612793,29.325000762939453,29.58650016784668,31580000
2014-09-04,0.18055343627929688,29.65699958801269,29.89999961853028,29.530000686645508,29.60650062561035,32616000
2014-09-05,0.2314281463623047,29.888999938964844,29.924999237060547,29.677499771118164,29.756500244140625,35982000
2014-09-08,0.19202232360839844,30.081499099731445,30.176000595092773,29.900999069213867,29.957000732421875,31984000
2014-09-09,-0.48180580139160156,29.598499298095703,30.030000686645508,29.52400016784668,30.013500213623047,31424000
2014-09-10,0.07231903076171875,29.67099952697754,29.68600082397461,29.35700035095215,29.58699989318848,23202000
2014-09-11,-0.11521339416503906,29.55550003051757,29.59749984741211,29.302000045776367,29.5,30028000
2014-09-12,-0.30973243713378906,29.2450008392334,29.573999404907227,29.16399955749512,29.519500732421875,37030000
2014-09-15,-0.16259765625,29.082000732421875,29.19599914550781,28.850500106811523,29.11199951171875,30908000
